Date/Time,Wind Speed (m/s),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Direction (°),,,
18 04 2018 09:10,4.16,93.97075653,153.487098,60.90380859,,,4.16
18 04 2018 09:20,4.03,84.25602722,128.2498588,61.83108902,,,4.03
18 04 2018 09:30,3.94,58.19755936,116.8637921,59.16117096,,,3.94
18 04 2018 09:40,3.94,64.00229645,116.6481933,59.71154022,,,3.94
18 04 2018 09:50,3.7,41.08356094,77.67102546,64.91266632,,,3.7
18 04 2018 10:00,3.69,34.51557922,76.85980036,63.73838043,,,3.69
18 04 2018 10:10,0,5.231995106,25.78208833,65.15168762,,,3.2
18 04 2018 10:20,0,0,16.9313722,54.45967102,,,3.03
18 04 2018 10:30,0,0,0,56.30569077,,,2.71
18 04 2018 10:40,0,0,0,51.88349915,,,2.76
18 04 2018 10:50,0,0,19.52160334,39.1327095,,,3.09
18 04 2018 11:00,4.19,28.59295082,158.8030304,26.34441948,,,4.19
18 04 2018 11:10,4.27,94.14420319,174.2415092,26.54324913,,,4.27
18 04 2018 11:20,4.65,146.3314972,255.3963379,26.47270966,,,4.65
18 04 2018 11:30,4.64,167.1643982,252.4663846,26.28370094,,,4.64
18 04 2018 11:40,4.47,156.9781952,216.2661236,24.50939941,,,4.47
18 04 2018 11:50,4.49,181.8582001,219.3083046,24.72549057,,,4.49
18 04 2018 12:00,4.96,239.2839966,327.3433327,25.02737045,,,4.96
18 04 2018 12:10,5.05,233.1423035,347.6940143,23.79360008,,,5.05
18 04 2018 12:20,5.08,266.7640076,356.7344064,30.75295067,,,5.08
18 04 2018 12:30,5.18,292.6523132,380.9382334,28.29394913,,,5.18
18 04 2018 12:40,4.99,296.5712891,332.814556,33.42985916,,,4.99
18 04 2018 12:50,5.3,341.6689148,412.8176783,31.13408089,,,5.3
18 04 2018 13:00,5.56,357.2192993,485.3634959,31.36521912,,,5.56
18 04 2018 13:10,6.01,442.8125,628.3873488,33.64715958,,,6.01
18 04 2018 13:20,6.08,496.7087097,650.9204328,32.8303299,,,6.08
18 04 2018 13:30,5.42,352.0953064,444.9244687,38.10467148,,,5.42
18 04 2018 13:40,5.15,297.0044861,373.4881202,36.34928894,,,5.15
18 04 2018 13:50,5.03,263.6159058,342.695129,33.76364899,,,5.03
18 04 2018 14:00,5.08,270.6112976,356.1178165,31.76810074,,,5.08
18 04 2018 14:10,5.64,391.0510864,509.8241406,32.40504837,,,5.64
18 04 2018 14:20,6.46,578.5792236,788.9441847,36.41947937,,,6.46
18 04 2018 14:30,7.16,775.9387817,1089.219266,37.20478058,,,7.16
18 04 2018 14:40,6.83,787.0222168,940.3776447,39.73337173,,,6.83
18 04 2018 14:50,7.08,939.9395142,1050.426409,39.08533859,,,7.08
18 04 2018 15:00,7.36,1084.895996,1186.190102,38.51099014,,,7.36
18 04 2018 15:10,8.4,1558.958984,1768.839142,39.72975922,,,8.4
18 04 2018 15:20,9.77,2142.2771,2642.763369,41.25492096,,,9.77
18 04 2018 15:30,11.03,2420.960938,3284.459714,42.40813065,,,11.03
18 04 2018 15:40,11.83,2592.302002,3493.725585,42.77870941,,,11.83
18 04 2018 15:50,11.89,2667.656006,3503.150267,41.92860031,,,11.89
18 04 2018 16:00,11.3,2509.053955,3368.041282,43.07696152,,,11.3
18 04 2018 16:10,10.54,2347.446045,3083.681116,41.67208099,,,10.54
18 04 2018 16:20,8.7,1592.162964,1954.863298,43.5856514,,,8.7
18 04 2018 16:30,8.59,1561.166016,1883.288728,42.62527084,,,8.59
18 04 2018 16:40,9.2,1758.989014,2271.747636,41.15996933,,,9.2
18 04 2018 16:50,9.79,1965.646973,2655.401856,41.26393127,,,9.79
18 04 2018 17:00,9.84,2010.099976,2689.298335,39.50434113,,,9.84
18 04 2018 17:10,9.58,2040.687012,2500.956217,37.55931091,,,9.58
18 04 2018 17:20,8.97,1507.814941,2122.509782,32.19182968,,,8.97
18 04 2018 17:30,7.91,1212.354004,1477.871772,31.71511078,,,7.91
18 04 2018 17:40,8.06,1369.765991,1565.907863,33.95368958,,,8.06
18 04 2018 17:50,8.25,1411.010986,1675.490094,32.81425095,,,8.25
18 04 2018 18:00,8.81,1702.397949,2019.792163,34.68294907,,,8.81
18 04 2018 18:10,8.62,1608.427979,1900.92521,35.47946167,,,8.62
18 04 2018 18:20,9.58,2019.969971,2504.900431,33.6557312,,,9.58
18 04 2018 18:30,10.04,2264.683105,2818.768531,32.13761902,,,10.04
18 04 2018 18:40,10.11,2299.675049,2860.319914,33.74626923,,,10.11
18 04 2018 18:50,9.65,1964.906006,2557.643485,34.43864059,,,9.65
18 04 2018 19:00,8.98,1731.897949,2133.716616,35.93912888,,,8.98
18 04 2018 19:10,9.1,1822.260986,2205.439308,28.93586922,,,9.1
18 04 2018 19:20,9.11,1808.68396,2213.131437,27.00762939,,,9.11
18 04 2018 19:30,10.65,2591.298096,3132.42623,24.02160072,,,10.65
18 04 2018 19:40,10.77,2712.822021,3186.465213,25.04318047,,,10.77
18 04 2018 19:50,12.05,3232.052002,3529.13496,29.74320984,,,12.05
18 04 2018 20:00,12.26,3193.079102,3556.385036,31.91245079,,,12.26
18 04 2018 20:10,12.04,3164.85791,3528.49662,36.34072876,,,12.04
18 04 2018 20:20,12.64,3425.914063,3587.891158,44.13000107,,,12.64
18 04 2018 20:30,13.85,18.82069969,3600,54.29745865,,,13.85
18 04 2018 20:40,14.23,0,3600,57.34944153,,,14.23
18 04 2018 20:50,14.25,0,3600,56.3392601,,,14.25
18 04 2018 21:00,12.96,2420.569092,3597.78346,50.84204865,,,12.96
18 04 2018 21:10,12.86,3526.604004,3596.356277,49.21932983,,,12.86
18 04 2018 21:20,12.55,3513.636963,3582.638055,49.37416077,,,12.55
18 04 2018 21:30,13.21,3561.947998,3600,49.69290924,,,13.21
18 04 2018 21:40,12.92,3567.843018,3597.416773,50.64675903,,,12.92
18 04 2018 21:50,13.66,3592.396973,3600,53.85507965,,,13.66
18 04 2018 22:00,13.61,3596.099121,3600,49.10668945,,,13.61
18 04 2018 22:10,13.58,3535.060059,3600,50.80781937,,,13.58
18 04 2018 22:20,13.59,3576.01001,3600,52.34505081,,,13.59
18 04 2018 22:30,13.12,3529.787109,3600,54.18664932,,,13.12
18 04 2018 22:40,13.93,3571.365967,3600,55.61413956,,,13.93
18 04 2018 22:50,14.11,3598.587891,3600,52.34796906,,,14.11
18 04 2018 23:00,14.51,3601.321045,3600,50.14546967,,,14.51
18 04 2018 23:10,13.96,3582.455078,3600,52.29579163,,,13.96
18 04 2018 23:20,14.53,3596.054932,3600,50.75772095,,,14.53
18 04 2018 23:30,14.86,3602.920898,3600,54.40396118,,,14.86
18 04 2018 23:40,14.46,3603.825928,3600,51.44215012,,,14.46
18 04 2018 23:50,14.42,3596.718018,3600,54.5410881,,,14.42
19 04 2018 00:00,14.98,3602.654053,3600,51.69136047,,,14.98
19 04 2018 00:10,15.43,3603.153076,3600,51.40443039,,,15.43
19 04 2018 00:20,15.38,3603.63501,3600,53.61154938,,,15.38
19 04 2018 00:30,14.89,3603.764893,3600,54.8386116,,,14.89
19 04 2018 00:40,14.54,3603.691895,3600,54.99383926,,,14.54
19 04 2018 00:50,14.23,3603.047119,3600,55.94815826,,,14.23
19 04 2018 01:00,15.08,3603.272949,3600,55.79745102,,,15.08
19 04 2018 01:10,15.08,3603.281982,3600,56.3190918,,,15.08
19 04 2018 01:20,14.79,3600.685059,3600,58.72927856,,,14.79
19 04 2018 01:30,15.41,3603.843018,3600,59.02326965,,,15.41
19 04 2018 01:40,14.91,3603.662109,3600,62.75497055,,,14.91
19 04 2018 01:50,14.59,3603.446045,3600,61.97391891,,,14.59
19 04 2018 02:00,14.98,3603.809082,3600,62.83652115,,,14.98
19 04 2018 02:10,14.98,3604.154053,3600,63.02698135,,,14.98
19 04 2018 02:20,14.89,3604.019043,3600,63.22190857,,,14.89
19 04 2018 02:30,14.53,3604.135986,3600,63.21437836,,,14.53
19 04 2018 02:40,14.74,3604.173096,3600,61.82218933,,,14.74
19 04 2018 02:50,14.69,3604.10498,3600,59.66664886,,,14.69
19 04 2018 03:00,14.36,3604.11499,3600,57.49829102,,,14.36
19 04 2018 03:10,14.27,3604.146973,3600,57.75363159,,,14.27
19 04 2018 03:20,14.84,3604.035889,3600,62.23690033,,,14.84
19 04 2018 03:30,14.34,3604.044922,3600,57.52138138,,,14.34
19 04 2018 03:40,14.18,3604.124023,3600,57.29074097,,,14.18
19 04 2018 03:50,14.26,3601.716064,3600,63.48591995,,,14.26
19 04 2018 04:00,15.11,3604.00708,3600,64.3681488,,,15.11
19 04 2018 04:10,15.02,3603.86792,3600,65.23438263,,,15.02
19 04 2018 04:20,14.77,3604.461914,3600,63.47481918,,,14.77
19 04 2018 04:30,13.96,3604.529053,3600,56.13759995,,,13.96
19 04 2018 04:40,14.29,3604.427002,3600,57.54302979,,,14.29
19 04 2018 04:50,14.07,3604.5271,3600,56.76314926,,,14.07
19 04 2018 05:00,14.34,3604.870117,3600,52.2816391,,,14.34
19 04 2018 05:10,14.32,3604.802002,3600,54.9658699,,,14.32
19 04 2018 05:20,14.47,3604.636963,3600,55.02632141,,,14.47
19 04 2018 05:30,14.39,3604.524902,3600,55.98353958,,,14.39
19 04 2018 05:40,14.15,3584.263916,3600,59.10441971,,,14.15
19 04 2018 05:50,13.93,3597.061035,3600,58.6776619,,,13.93
19 04 2018 06:00,13.69,3590.103027,3600,59.04727936,,,13.69
19 04 2018 06:10,12.91,3593.272949,3597.251596,58.95698929,,,12.91
19 04 2018 06:20,12.84,3567.431885,3595.840215,61.01298141,,,12.84
19 04 2018 06:30,12.23,3416.041016,3553.055339,61.26536179,,,12.23
19 04 2018 06:40,11.73,3165.727051,3474.332875,61.31993866,,,11.73
19 04 2018 06:50,10.65,2767.010986,3134.183136,60.04705048,,,10.65
19 04 2018 07:00,9.84,2359.887939,2689.177696,58.65417862,,,9.84
19 04 2018 07:10,10.17,2526.579102,2891.665032,58.67192841,,,10.17
19 04 2018 07:20,9.34,2156.849121,2362.334905,56.83917999,,,9.34
19 04 2018 07:30,8.86,1851.802002,2052.892992,54.74406052,,,8.86
19 04 2018 07:40,8.39,1647.319946,1761.99484,56.75230026,,,8.39
19 04 2018 07:50,7.37,1208.344971,1193.056244,53.07706833,,,7.37
19 04 2018 08:00,7.16,1100.334961,1090.149234,50.33699036,,,7.16
19 04 2018 08:10,7.2,1113.057007,1109.820236,46.68347168,,,7.2
19 04 2018 08:20,7.3,1167.215942,1154.683141,48.80426025,,,7.3
19 04 2018 08:30,8.04,1534.291992,1553.809132,49.31274033,,,8.04
19 04 2018 08:40,8.79,1771.765015,2011.818659,47.48215866,,,8.79
19 04 2018 08:50,7.96,1465.279053,1505.529053,46.1024704,,,7.96
19 04 2018 09:00,8.47,1720.234985,1811.595649,43.46533966,,,8.47
19 04 2018 09:10,9.65,2327.258057,2555.944008,44.23379135,,,9.65
19 04 2018 09:20,9.52,2300.608887,2457.666453,42.45470047,,,9.52
19 04 2018 09:30,8.48,1805.682007,1814.91603,42.46818924,,,8.48
19 04 2018 09:40,7.8,1414.279053,1419.883394,37.90145111,,,7.8
19 04 2018 09:50,8.63,1846.386963,1906.853331,43.32550812,,,8.63
19 04 2018 10:00,9.12,2118.789063,2219.822562,33.35662079,,,9.12
19 04 2018 10:10,10.04,2482.479004,2817.179763,37.91936111,,,10.04
19 04 2018 10:20,8.95,2132.120117,2113.401246,32.6256218,,,8.95
19 04 2018 10:30,9.48,2248.698975,2459.73196,34.39487839,,,9.48
19 04 2018 10:40,9.74,2376.162109,2617.481421,36.61365128,,,9.74
19 04 2018 10:50,10.36,2702.133057,2994.281001,33.38061142,,,10.36
19 04 2018 11:00,10.22,2590.876953,2923.457977,33.573349,,,10.22
19 04 2018 11:10,9.45,2317.717041,2436.745701,31.1271801,,,9.45
19 04 2018 11:20,9.76,2515.179932,2632.498522,31.30328941,,,9.76
19 04 2018 11:30,10.79,2931.729004,3194.731101,31.19318008,,,10.79
19 04 2018 11:40,10.86,2965.144043,3221.15649,28.57732964,,,10.86
19 04 2018 11:50,10.75,2798.493896,3175.555388,31.08184052,,,10.75
19 04 2018 12:00,10.73,2768.708008,3170.045394,27.00169945,,,10.73
19 04 2018 12:10,10.28,2532.543945,2953.488916,27.16909981,,,10.28
19 04 2018 12:20,9.92,2353.760986,2742.556547,26.3236599,,,9.92
19 04 2018 12:30,9.62,2249.468018,2529.434553,25.77005959,,,9.62
19 04 2018 12:40,10.14,2555.461914,2878.389346,26.48146057,,,10.14
19 04 2018 12:50,9.87,2478.275879,2709.665573,23.89958,,,9.87
19 04 2018 13:00,9.86,2348.101074,2703.708496,26.27084923,,,9.86
19 04 2018 13:10,10.33,2470.462891,2981.507017,30.28800011,,,10.33
19 04 2018 13:20,10.19,2563.552002,2906.714457,28.91476059,,,10.19
19 04 2018 13:30,10.62,2688.88208,3121.99182,29.86516953,,,10.62
19 04 2018 13:40,10.59,2758.7771,3105.471642,28.44676018,,,10.59
19 04 2018 13:50,10.69,2756.552979,3150.294279,29.22750092,,,10.69
19 04 2018 14:00,10.9,2827.193115,3237.097222,28.3671608,,,10.9
19 04 2018 14:10,10.55,2747.724121,3091.03172,27.41764069,,,10.55
19 04 2018 14:20,11.09,2909.979004,3303.853115,29.03336906,,,11.09
19 04 2018 14:30,10.99,2767.341064,3270.471718,28.65576935,,,10.99
19 04 2018 14:40,10.12,2540.712891,2865.637423,29.98204041,,,10.12
19 04 2018 14:50,10.48,2676.843994,3054.842429,31.30150986,,,10.48
19 04 2018 15:00,10.54,2739.083984,3083.391755,31.28897095,,,10.54
19 04 2018 15:10,11.18,2899.785889,3333.510482,32.63233948,,,11.18
19 04 2018 15:20,11.37,3009.423096,3388.856368,31.09597015,,,11.37
19 04 2018 15:30,12.3,3373.166992,3561.333355,32.5005188,,,12.3
19 04 2018 15:40,11.27,3115.406006,3360.601192,33.05958939,,,11.27
19 04 2018 15:50,11.61,3073.705078,3448.118618,35.29288101,,,11.61
19 04 2018 16:00,11.29,2984.875,3366.590908,35.45724106,,,11.29
19 04 2018 16:10,11.91,3216.945068,3507.833439,39.11637115,,,11.91
19 04 2018 16:20,10.54,2725.050049,3083.905412,37.6150589,,,10.54
19 04 2018 16:30,10.79,2726.170898,3191.808518,38.92546082,,,10.79
19 04 2018 16:40,11.15,2805.636963,3323.595662,41.45687103,,,11.15
19 04 2018 16:50,11.46,2959.091064,3412.416962,42.25037003,,,11.46
19 04 2018 17:00,10.97,2772.908936,3260.976047,43.04724121,,,10.97
19 04 2018 17:10,11.75,3034.209961,3477.313019,44.98746872,,,11.75
19 04 2018 17:20,11.35,2904.510986,3381.682445,44.20833969,,,11.35
19 04 2018 17:30,11.09,2722.923096,3303.86643,45.08036041,,,11.09
19 04 2018 17:40,11.37,2808.176025,3386.823291,47.80498886,,,11.37
19 04 2018 17:50,12.6,3446.48999,3585.747045,45.63871002,,,12.6
19 04 2018 18:00,12.83,3478.106934,3595.623056,45.52032852,,,12.83
19 04 2018 18:10,12.1,3135.303955,3536.046561,48.90605927,,,12.1
19 04 2018 18:20,12.32,3481.149902,3563.073489,46.58853149,,,12.32
19 04 2018 18:30,12.22,3582.375,3552.308292,45.49195099,,,12.22
19 04 2018 18:40,11.81,3260.653076,3490.075612,46.9380188,,,11.81
19 04 2018 18:50,11.92,3038.26709,3509.455494,52.01937103,,,11.92
19 04 2018 19:00,12.22,3376.780029,3551.610829,47.32442093,,,12.22
19 04 2018 19:10,12.04,3400.518066,3528.58984,47.24142838,,,12.04
19 04 2018 19:20,11.32,3197.51709,3374.69987,45.5026207,,,11.32
19 04 2018 19:30,11.03,2893.586914,3282.030527,48.56916046,,,11.03
19 04 2018 19:40,10.24,2576.695068,2930.212794,47.90835953,,,10.24
19 04 2018 19:50,10.88,2839.469971,3228.792434,45.26451874,,,10.88
19 04 2018 20:00,10.55,2669.666016,3088.168278,43.14189148,,,10.55
19 04 2018 20:10,10.71,2735.061035,3161.580192,45.72750854,,,10.71
19 04 2018 20:20,10.88,2791.981934,3228.175161,42.69034958,,,10.88
19 04 2018 20:30,10.72,2732.803955,3163.600899,43.13862991,,,10.72
19 04 2018 20:40,10.79,2633.712891,3191.780043,42.23434067,,,10.79
19 04 2018 20:50,10.74,2560.172119,3171.481209,42.19746017,,,10.74
19 04 2018 21:00,10.42,2441.987061,3024.779369,40.93634033,,,10.42
19 04 2018 21:10,10.13,2407.795898,2869.457778,39.62792969,,,10.13
19 04 2018 21:20,10.32,2487.030029,2975.024514,38.76327896,,,10.32
19 04 2018 21:30,10.12,2427.172119,2864.345105,38.01839066,,,10.12
19 04 2018 21:40,9.89,2280.150879,2719.28807,38.22998047,,,9.89
19 04 2018 21:50,10,2314.184082,2793.282627,38.32387161,,,10
19 04 2018 22:00,9.86,2183.415039,2698.906301,39.67070007,,,9.86
19 04 2018 22:10,9.24,1945.344971,2298.53829,38.15790176,,,9.24
19 04 2018 22:20,9.12,1883.703003,2222.829903,37.57226944,,,9.12
19 04 2018 22:30,8.49,1582.302979,1823.289189,37.60216904,,,8.49
19 04 2018 22:40,8.34,1486.848022,1730.685193,36.31940079,,,8.34
19 04 2018 22:50,8.27,1388.119019,1689.888541,35.8932991,,,8.27
19 04 2018 23:00,8,1308.762939,1527.835035,30.52345085,,,8
19 04 2018 23:10,8.29,1502.312988,1700.362658,31.09897041,,,8.29
19 04 2018 23:20,8.67,1547.552002,1936.873831,35.69272995,,,8.67
19 04 2018 23:30,8.11,1237.895996,1595.027271,38.5723114,,,8.11
19 04 2018 23:40,6.98,865.836792,1008.983939,38.51485825,,,6.98
19 04 2018 23:50,6.52,708.7122192,814.7430432,37.18708038,,,6.52
20 04 2018 00:00,6.14,579.0512085,672.419431,40.39614868,,,6.14
20 04 2018 00:10,5.9,488.5884094,590.3240575,41.90108109,,,5.9
20 04 2018 00:20,5.32,323.3082886,419.2977637,43.50027847,,,5.32
20 04 2018 00:30,4.27,118.0063019,175.6125641,41.73686981,,,4.27
20 04 2018 00:40,3.96,73.28019714,119.6471523,32.42467117,,,3.96
20 04 2018 00:50,3.9,63.01308823,109.2411162,32.15370178,,,3.9
20 04 2018 01:00,0,8.145353317,17.71654986,33.73421097,,,3.05
20 04 2018 01:10,0,0.871333897,0,31.69141006,,,2.72
20 04 2018 01:20,0,0,0,31.6093502,,,2.16
20 04 2018 01:30,0,0,0,30.19852066,,,2.16
20 04 2018 01:40,0,0,0,5.367953777,,,2.76
20 04 2018 01:50,0,0,0,11.02285957,,,2.25
20 04 2018 02:00,0,0,21.55873412,358.7744141,,,3.13
20 04 2018 02:10,4.05,74.25663757,133.247458,351.446991,,,4.05
20 04 2018 02:20,0,21.19413948,20.7525228,346.7880859,,,3.12
20 04 2018 02:30,3.57,53.08488083,60.82570746,335.0297852,,,3.57
20 04 2018 02:40,0,0,0,337.0151978,,,2.21
20 04 2018 02:50,0,0,0,320.6394958,,,2.21
20 04 2018 03:00,0,0,0,307.6329041,,,2.96
20 04 2018 03:10,0,0,17.882735,302.4507141,,,3.05
20 04 2018 03:20,4.31,145.7003937,182.411528,302.6239014,,,4.31
20 04 2018 03:30,5.41,412.9136963,442.3658608,310.2120056,,,5.41
20 04 2018 03:40,5.12,298.1713867,367.2662153,306.1145935,,,5.12
20 04 2018 03:50,7.1,921.7849121,1062.061714,304.2037048,,,7.1
20 04 2018 04:00,7.7,1153.661011,1361.278707,307.7760925,,,7.7
20 04 2018 04:10,8.04,1381.131958,1552.653391,306.550415,,,8.04
20 04 2018 04:20,7.25,1082.44397,1132.493613,313.9985962,,,7.25
20 04 2018 04:30,6.14,586.2901001,673.6004196,336.2833862,,,6.14
20 04 2018 04:40,4.94,261.5947876,321.012413,345.3375854,,,4.94
20 04 2018 04:50,3.51,49.01871109,53.20118692,4.863990784,,,3.51
20 04 2018 05:00,0,28.16436958,47.59100145,7.438187122,,,3.46
20 04 2018 05:10,3.72,42.02566147,80.6259712,327.873291,,,3.72
20 04 2018 05:20,4.36,132.7949066,193.6536695,318.3900146,,,4.36
20 04 2018 05:30,4.02,107.9713974,127.4515765,304.2763062,,,4.02
20 04 2018 05:40,4.68,246.1587067,261.1863805,297.8268127,,,4.68
20 04 2018 05:50,5.05,270.6608887,349.4289333,5.446246147,,,5.05
20 04 2018 06:00,5.36,420.2673035,428.6747052,356.8728943,,,5.36
20 04 2018 06:10,5.73,464.2054138,536.7540005,344.5385132,,,5.73
20 04 2018 06:20,6.36,703.5717163,751.8091434,10.60284042,,,6.36
20 04 2018 06:30,6.37,717.1472168,755.2904263,22.61617088,,,6.37
20 04 2018 06:40,6.75,859.8148193,905.6424808,23.00507927,,,6.75
20 04 2018 06:50,6.56,742.5413208,829.0648,25.11852074,,,6.56
20 04 2018 07:00,6.8,907.0516968,928.4714794,21.74073029,,,6.8
20 04 2018 07:10,7.93,1608.932007,1488.862509,23.80573082,,,7.93
20 04 2018 07:20,11.03,3128.762939,3283.613191,35.40684128,,,11.03
20 04 2018 07:30,11.23,3154.281982,3349.111619,47.19701004,,,11.23
20 04 2018 07:40,11.19,3313.520996,3335.917984,43.75566101,,,11.19
20 04 2018 07:50,10.77,3019.076904,3186.774274,45.5904808,,,10.77
20 04 2018 08:00,9.68,2750.001953,2580.073922,41.86785889,,,9.68
20 04 2018 08:10,9.64,2688.262939,2546.544154,26.37869072,,,9.64
20 04 2018 08:20,9.49,2515.26709,2463.389868,22.52026939,,,9.49
20 04 2018 08:30,8.9,2230.756104,2081.131883,18.10811043,,,8.9
20 04 2018 08:40,8.83,2022.421021,2037.480141,27.63224983,,,8.83
20 04 2018 08:50,8.42,1830.428955,1778.080768,31.90749931,,,8.42
20 04 2018 09:00,9.43,2110.427002,2423.25452,36.93468094,,,9.43
20 04 2018 09:10,11.25,3104.447021,3352.975441,40.09592056,,,11.25
20 04 2018 09:20,10.39,2857.427979,3009.231095,36.26031876,,,10.39
20 04 2018 09:30,8.45,1811.703979,1798.288353,29.82945061,,,8.45
20 04 2018 09:40,8.51,1878.030029,1835.914071,29.23567009,,,8.51
20 04 2018 09:50,8.64,1815.963013,1915.647585,26.07345963,,,8.64
20 04 2018 10:00,8.34,0,1730.208555,29.56818008,,,8.34
20 04 2018 10:10,8.62,1143.409058,1899.795792,13.42920017,,,8.62
20 04 2018 10:20,11.18,3242.186035,3333.416964,5.318972111,,,11.18
20 04 2018 10:30,10.29,2981.025879,2957.050714,5.508473873,,,10.29
20 04 2018 10:40,9.43,2332.273926,2422.476351,4.67582798,,,9.43
20 04 2018 10:50,9.66,2412.995117,2565.560526,3.325397968,,,9.66
20 04 2018 11:00,9.86,2588.394043,2699.059853,3.172439098,,,9.86
20 04 2018 11:10,10.33,2749.352051,2981.7739,5.313189983,,,10.33
20 04 2018 11:20,10.38,2754.74292,3007.664639,4.6179142,,,10.38
20 04 2018 11:30,10.88,2952.949951,3229.351765,9.293728828,,,10.88
20 04 2018 11:40,10.32,2715.706055,2975.22489,12.42257023,,,10.32
20 04 2018 11:50,10.72,2684.582031,3164.512804,18.39219093,,,10.72
20 04 2018 12:00,9.4,2390.166992,2407.090668,15.36699009,,,9.4
20 04 2018 12:10,10.53,2830.114014,3078.442283,20.9342804,,,10.53
20 04 2018 12:20,11.23,3102.031006,3348.399694,21.6789093,,,11.23
20 04 2018 12:30,9.13,2148.575928,2231.210017,26.14193916,,,9.13
20 04 2018 12:40,9.58,2286.535889,2504.975197,23.84803009,,,9.58
20 04 2018 12:50,10.41,2798.346924,3021.41093,26.7241497,,,10.41
20 04 2018 13:00,9.87,2482.532959,2705.806574,23.95381927,,,9.87
20 04 2018 13:10,11.44,3234.804932,3406.214658,22.28587914,,,11.44
20 04 2018 13:20,11.76,3388.066895,3479.171056,22.82761955,,,11.76
20 04 2018 13:30,11.6,3299.36499,3445.37258,22.41033936,,,11.6
20 04 2018 13:40,11.85,3416.832031,3496.766347,25.12285995,,,11.85
20 04 2018 13:50,10.6,2887.636963,3110.11887,28.61964035,,,10.6
20 04 2018 14:00,10.6,3020.665039,3112.963698,28.91576004,,,10.6
20 04 2018 14:10,10.09,2710.38501,2848.720812,28.75267029,,,10.09
20 04 2018 14:20,11.09,3222.559082,3301.791417,23.93688011,,,11.09
20 04 2018 14:30,12.13,3515.824951,3541.23631,24.02043915,,,12.13
20 04 2018 14:40,11.48,3573.187988,3416.833337,17.05069923,,,11.48
20 04 2018 14:50,11.61,3368.961914,3448.758591,23.47190094,,,11.61
20 04 2018 15:00,12.11,3548.051025,3537.647289,27.35419083,,,12.11
20 04 2018 15:10,10.73,2994.812988,3168.4191,27.55709076,,,10.73
20 04 2018 15:20,11.77,3387.311035,3482.285239,26.28981972,,,11.77
20 04 2018 15:30,11.7,3360.509033,3467.135213,30.40427017,,,11.7
20 04 2018 15:40,11.21,3257.491943,3340.491273,31.26539993,,,11.21
20 04 2018 15:50,10.69,3027.227051,3151.154727,34.66577148,,,10.69
20 04 2018 16:00,11.89,3356.822021,3504.214342,35.79275131,,,11.89
20 04 2018 16:10,11.28,3254.35791,3363.301434,37.30797958,,,11.28
20 04 2018 16:20,10.31,2994.241943,2969.632681,33.5643692,,,10.31
20 04 2018 16:30,10.37,2860.001953,2999.116086,40.11560822,,,10.37
20 04 2018 16:40,12.64,3521.968994,3588.240516,31.66498947,,,12.64
20 04 2018 16:50,12.81,3566.552002,3595.126397,35.65114975,,,12.81
20 04 2018 17:00,12.37,3497.668945,3567.969265,34.76031113,,,12.37
20 04 2018 17:10,12.74,3530.24292,3592.677367,33.65681076,,,12.74
20 04 2018 17:20,12.58,3500.669922,3584.759567,38.40042877,,,12.58
20 04 2018 17:30,10.36,2734.733887,2995.890521,34.55754852,,,10.36
20 04 2018 17:40,10.86,3163.63208,3218.823408,31.44449997,,,10.86
20 04 2018 17:50,11.1,3074.310059,3305.320321,33.36360168,,,11.1
